,HPO
67456,HP:0002942
67457,HP:0002942
67458,HP:0030074
67459,HP:0030074
67460,HP:0030074
67461,HP:0030074
67462,HP:0030074
67463,HP:0030074
67464,HP:0025501
67465,HP:0025501
67466,HP:0011870
67467,HP:0011870
67468,HP:0002221
67469,HP:0002221
67470,HP:0002907
67471,HP:0002907
67472,HP:0002907
67473,HP:0002907
67474,HP:0002907
67475,HP:0002907
67476,HP:0007437
67477,HP:0007437
67478,HP:0007437
67479,HP:0007437
67480,HP:0006248
67481,HP:0006248
67482,HP:0006248
67483,HP:0009680
67484,HP:0009680
67485,HP:0009680
67486,HP:0011132
67487,HP:0011132
67488,HP:0011132
67489,HP:0007623
67490,HP:0007623
67491,HP:0002816
67492,HP:0002816
67493,HP:0002816
67494,HP:0002816
67495,HP:0002816
67496,HP:0002816
67497,HP:0002816
67498,HP:0012670
67499,HP:0012670
67500,HP:0030341
67501,HP:0030341
67502,HP:0030341
67503,HP:0008264
67504,HP:0008264
67505,HP:0003741
67506,HP:0003741
67507,HP:0003741
67508,HP:0030512
67509,HP:0009124
67510,HP:0009124
67511,HP:0009124
67512,HP:0009124
67513,HP:0009124
67514,HP:0003358
67515,HP:0003358
67516,HP:0003358
67517,HP:0006778
67518,HP:0006778
67519,HP:0006778
67520,HP:0006778
67521,HP:0006778
67522,HP:0033365
67523,HP:0033365
67524,HP:0031111
67525,HP:0031111
67526,HP:0011573
67527,HP:0011573
67528,HP:0011573
67529,HP:0011573
67530,HP:0011573
67531,HP:0002380
67532,HP:0002380
67533,HP:0002380
67534,HP:0002380
67535,HP:0002380
67536,HP:0002380
67537,HP:0002380
67538,HP:0002380
67539,HP:0011491
67540,HP:0011491
67541,HP:0012498
67542,HP:0012498
67543,HP:0012498
67544,HP:0012498
67545,HP:0100835
67546,HP:0100835
67547,HP:0100835
67548,HP:0006298
67549,HP:0006298
67550,HP:0100004
67551,HP:0100004
67552,HP:0100004
67553,HP:0100059
67554,HP:0100059
67555,HP:0009434
67556,HP:0009434
67557,HP:0009434
67558,HP:0031868
67559,HP:0031868
67560,HP:0009297
67561,HP:0009297
67562,HP:0500031
67563,HP:0009287
67564,HP:0009287
67565,HP:0009287
67566,HP:0032853
67567,HP:0045025
67568,HP:0045025
67569,HP:0045025
67570,HP:0045025
67571,HP:0045025
67572,HP:0045025
67573,HP:0045025
67574,HP:4000007
67575,HP:4000007
67576,HP:4000007
67577,HP:0000767
67578,HP:0000767
67579,HP:0000767
67580,HP:0000767
67581,HP:0005293
67582,HP:0005293
67583,HP:0005293
67584,HP:0005293
67585,HP:0000340
67586,HP:0000340
67587,HP:0000340
67588,HP:0000340
67589,HP:0000340
67590,HP:0000340
67591,HP:0500152
67592,HP:0500152
67593,HP:0500152
67594,HP:0410055
67595,HP:0200068
67596,HP:0200068
67597,HP:0200068
67598,HP:0030708
67599,HP:0030708
67600,HP:0030708
67601,HP:0030708
67602,HP:0030271
67603,HP:0030271
67604,HP:0010151
67605,HP:0010151
67606,HP:0010151
67607,HP:0007548
67608,HP:0100344
67609,HP:0009055
67610,HP:0009055
67611,HP:0009055
67612,HP:0009055
67613,HP:0009055
67614,HP:0009055
67615,HP:0009055
67616,HP:4000078
67617,HP:4000078
67618,HP:0000295
67619,HP:0000295
67620,HP:0000295
67621,HP:0000295
67622,HP:0010435
67623,HP:0010435
67624,HP:0010435
67625,HP:0010435
67626,HP:0010435
67627,HP:0030467
67628,HP:0030467
67629,HP:0007215
67630,HP:0007215
67631,HP:0007215
67632,HP:0007215
67633,HP:0007215
67634,HP:0006170
67635,HP:0006170
67636,HP:0006170
67637,HP:0012120
67638,HP:0012120
67639,HP:0012120
67640,HP:0012120
67641,HP:0012120
67642,HP:0012120
67643,HP:5000031
67644,HP:0003461
67645,HP:0003461
67646,HP:0100866
67647,HP:0100866
67648,HP:0100866
67649,HP:0000505
67650,HP:0000505
67651,HP:0000505
67652,HP:0000505
67653,HP:0000505
67654,HP:0000505
67655,HP:0000505
67656,HP:0000505
67657,HP:0000505
67658,HP:0000505
67659,HP:0000505
67660,HP:0002457
67661,HP:0002457
67662,HP:0031016
67663,HP:0031016
67664,HP:0031016
67665,HP:0012012
67666,HP:0012012
67667,HP:0008362
67668,HP:0008362
67669,HP:0008362
67670,HP:0008362
67671,HP:0008362
67672,HP:0009662
67673,HP:0009662
67674,HP:0009662
67675,HP:0009662
67676,HP:0012143
67677,HP:0012143
67678,HP:0012143
67679,HP:0008344
67680,HP:0008344
67681,HP:0032481
67682,HP:0032481
67683,HP:0001080
67684,HP:0001080
67685,HP:0001080
67686,HP:0001080
67687,HP:0001080
67688,HP:0001080
67689,HP:0020041
67690,HP:0025190
67691,HP:0025190
67692,HP:0025190
67693,HP:0025190
67694,HP:0025190
67695,HP:0025190
67696,HP:0025190
67697,HP:0025190
67698,HP:0025190
67699,HP:0025190
67700,HP:0025190
67701,HP:0025190
67702,HP:0025190
67703,HP:0025190
67704,HP:0025190
67705,HP:0025190
67706,HP:0020183
67707,HP:0012727
67708,HP:0012727
67709,HP:0012727
67710,HP:0012727
67711,HP:0012727
67712,HP:0002548
67713,HP:0002548
67714,HP:0002548
67715,HP:0002548
67716,HP:0002548
67717,HP:0005574
67718,HP:0005574
67719,HP:0012544
67720,HP:0012544
67721,HP:0012544
67722,HP:0200067
67723,HP:0200067
67724,HP:0200067
67725,HP:0041053
67726,HP:0041053
67727,HP:0031254
67728,HP:0011206
67729,HP:0011206
67730,HP:0011206
67731,HP:0031792
67732,HP:0003710
67733,HP:0003710
67734,HP:0003710
67735,HP:0003710
67736,HP:0003710
67737,HP:0003710
67738,HP:0003710
67739,HP:0012172
67740,HP:0012172
67741,HP:0005476
67742,HP:0005476
67743,HP:0010255
67744,HP:0010255
67745,HP:0500161
67746,HP:0500161
67747,HP:0500161
67748,HP:0010892
67749,HP:0010892
67750,HP:0012731
67751,HP:0012731
67752,HP:0000657
67753,HP:0000657
67754,HP:0000657
67755,HP:0000657
67756,HP:0000657
67757,HP:0000657
67758,HP:0000657
67759,HP:0000657
67760,HP:0012253
67761,HP:0012253
67762,HP:0033136
67763,HP:0012232
67764,HP:0012232
67765,HP:0012232
67766,HP:0033081
67767,HP:0032978
67768,HP:0010622
67769,HP:0010622
67770,HP:0010622
67771,HP:0010622
67772,HP:0010622
67773,HP:0010622
67774,HP:0010622
67775,HP:0010622
67776,HP:0032717
67777,HP:0032717
67778,HP:0033798
67779,HP:0000446
67780,HP:0000446
67781,HP:0000446
67782,HP:0000446
67783,HP:0000446
67784,HP:0000446
67785,HP:0000446
67786,HP:0000446
67787,HP:0000446
67788,HP:0004280
67789,HP:0004280
67790,HP:0002851
67791,HP:0002851
67792,HP:0002851
67793,HP:0010610
67794,HP:0010610
67795,HP:0009748
67796,HP:0009748
67797,HP:0009748
67798,HP:0009748
67799,HP:0009748
67800,HP:0009748
67801,HP:0009748
67802,HP:0032418
67803,HP:0032418
67804,HP:0006962
67805,HP:0006962
67806,HP:0012050
67807,HP:0012050
67808,HP:0012050
67809,HP:0012050
67810,HP:0012050
67811,HP:0012050
67812,HP:0012050
67813,HP:0040075
67814,HP:0040075
67815,HP:0040075
67816,HP:3000067
67817,HP:3000067
67818,HP:3000067
67819,HP:3000067
67820,HP:3000067
67821,HP:0010760
67822,HP:0010760
67823,HP:0010760
67824,HP:0010760
67825,HP:0010760
67826,HP:0010760
67827,HP:0430026
67828,HP:0430026
67829,HP:0430026
67830,HP:0430026
67831,HP:0007703
67832,HP:0007703
67833,HP:0007703
67834,HP:0007703
67835,HP:0007703
67836,HP:0007703
67837,HP:0007703
67838,HP:0007703
67839,HP:0003538
67840,HP:0003538
67841,HP:0003538
67842,HP:0003538
67843,HP:0003538
67844,HP:0003538
67845,HP:0005442
67846,HP:0005442
67847,HP:0001602
67848,HP:0001602
67849,HP:0001602
67850,HP:0001602
67851,HP:0012460
67852,HP:0012460
67853,HP:0002871
67854,HP:0002871
67855,HP:0002871
67856,HP:0002871
67857,HP:0005165
67858,HP:0005165
67859,HP:0005165
67860,HP:0005165
67861,HP:0005165
67862,HP:0005165
67863,HP:0040071
67864,HP:0033078
67865,HP:0032359
67866,HP:0032359
67867,HP:3000048
67868,HP:3000048
67869,HP:3000048
67870,HP:0100186
67871,HP:0100186
67872,HP:0032170
67873,HP:0032170
67874,HP:0003819
67875,HP:0003819
67876,HP:0003819
67877,HP:0030133
67878,HP:0030133
67879,HP:0030133
67880,HP:3000068
67881,HP:3000068
67882,HP:0200036
67883,HP:0200036
67884,HP:0200036
67885,HP:0200036
67886,HP:0200036
67887,HP:0012285
67888,HP:0012285
67889,HP:0012285
67890,HP:0032818
67891,HP:0003910
67892,HP:0003910
67893,HP:0003910
67894,HP:0006016
67895,HP:0006016
67896,HP:0006016
67897,HP:0006016
67898,HP:0008391
67899,HP:0008391
67900,HP:0008391
67901,HP:0000244
67902,HP:0000244
67903,HP:0000244
67904,HP:0000244
67905,HP:0000244
67906,HP:0034042
67907,HP:0012214
67908,HP:0012214
67909,HP:0012214
67910,HP:0007583
67911,HP:0007583
67912,HP:0006894
67913,HP:0009930
67914,HP:0009930
67915,HP:0009930
67916,HP:0009930
67917,HP:0009930
67918,HP:0009930
67919,HP:0009930
67920,HP:0009930
67921,HP:0032355
67922,HP:0033986
67923,HP:0033986
67924,HP:0033986
67925,HP:0009486
67926,HP:0009486
67927,HP:0009486
67928,HP:0009486
67929,HP:0004025
67930,HP:0007603
67931,HP:0003436
67932,HP:0003436
67933,HP:0003436
67934,HP:0003436
67935,HP:0003436
67936,HP:0041248
67937,HP:0041248
67938,HP:0041248
67939,HP:0041248
67940,HP:0041248
67941,HP:0041248
67942,HP:0032883
67943,HP:0025066
67944,HP:0025066
67945,HP:0025066
67946,HP:0025066
67947,HP:0030718
67948,HP:0030718
67949,HP:0030718
67950,HP:0030718
67951,HP:0030718
67952,HP:0030718
67953,HP:0030718
67954,HP:0030718
67955,HP:0030718
67956,HP:0100470
67957,HP:0100470
67958,HP:0025013
67959,HP:0025013
67960,HP:0025013
67961,HP:0025559
67962,HP:0100928
67963,HP:0100928
67964,HP:0100928
67965,HP:0100928
67966,HP:0012356
67967,HP:0012356
67968,HP:0025301
67969,HP:0100137
67970,HP:0100137
67971,HP:0033188
67972,HP:0010955
67973,HP:0010955
67974,HP:0001959
67975,HP:0001959
67976,HP:0001959
67977,HP:0001959
67978,HP:0001959
67979,HP:0001959
67980,HP:0032984
67981,HP:0012490
67982,HP:0012490
67983,HP:0012490
67984,HP:0012490
67985,HP:0012490
67986,HP:0012490
67987,HP:0012490
67988,HP:0010446
67989,HP:0010446
67990,HP:0010446
67991,HP:0010446
67992,HP:0010446
67993,HP:0010446
67994,HP:0010446
67995,HP:0033616
67996,HP:0002317
67997,HP:0002317
67998,HP:0002317
67999,HP:0002317
68000,HP:0002317
68001,HP:0002317
68002,HP:0032164
68003,HP:0100698
68004,HP:0100698
68005,HP:0100698
68006,HP:0031402
68007,HP:0031402
68008,HP:0031402
68009,HP:0031402
68010,HP:0031196
68011,HP:0031196
68012,HP:0008740
68013,HP:0008740
68014,HP:0008740
68015,HP:0009586
68016,HP:0009586
68017,HP:0009586
68018,HP:0200098
68019,HP:0200098
68020,HP:0200098
68021,HP:0003867
68022,HP:3000049
68023,HP:3000049
68024,HP:3000049
68025,HP:3000049
68026,HP:0000151
68027,HP:0000151
68028,HP:0000151
68029,HP:0000151
68030,HP:0000151
68031,HP:0100111
68032,HP:0100111
68033,HP:0010987
68034,HP:0010987
68035,HP:0003496
68036,HP:0003496
68037,HP:0003496
68038,HP:0003496
68039,HP:0025359
68040,HP:0025359
68041,HP:0025359
68042,HP:0001344
68043,HP:0001344
68044,HP:0001344
68045,HP:0001344
68046,HP:0001344
68047,HP:0001344
68048,HP:0001344
68049,HP:0001344
68050,HP:0001344
68051,HP:0001344
68052,HP:0002478
68053,HP:0002478
68054,HP:0100737
68055,HP:0100737
68056,HP:0025250
68057,HP:0025250
68058,HP:0031963
68059,HP:0031963
68060,HP:0002578
68061,HP:0002578
68062,HP:0002578
68063,HP:0002578
68064,HP:0002578
68065,HP:0002578
68066,HP:0031936
68067,HP:0031936
68068,HP:0005308
68069,HP:0030766
68070,HP:0030766
68071,HP:0030766
68072,HP:0030766
68073,HP:0030766
68074,HP:0030766
68075,HP:0030766
68076,HP:0005066
68077,HP:0005066
68078,HP:0030638
68079,HP:0030169
68080,HP:0030169
68081,HP:0030169
68082,HP:0030169
68083,HP:0030169
68084,HP:0000189
68085,HP:0000189
68086,HP:0000189
68087,HP:0000189
68088,HP:0000189
68089,HP:0000189
68090,HP:0010229
68091,HP:0010229
68092,HP:0010229
68093,HP:0010229
68094,HP:0010753
68095,HP:0010753
68096,HP:0040016
68097,HP:0040016
68098,HP:0005622
68099,HP:0005622
68100,HP:0005622
68101,HP:0005622
68102,HP:0010979
68103,HP:0010979
68104,HP:0010979
68105,HP:0010979
68106,HP:0100035
68107,HP:0100035
68108,HP:0100035
68109,HP:0100035
68110,HP:0100035
68111,HP:0025106
68112,HP:0000270
68113,HP:0000270
68114,HP:0000270
68115,HP:0000270
68116,HP:0000270
68117,HP:0000270
68118,HP:0000270
68119,HP:0000270
68120,HP:0000270
68121,HP:0000270
68122,HP:0000270
68123,HP:0000270
68124,HP:0000270
68125,HP:0000270
68126,HP:0002953
68127,HP:0002953
68128,HP:0002953
68129,HP:0002953
68130,HP:0002953
68131,HP:0002953
68132,HP:0002953
68133,HP:0002953
68134,HP:0002953
68135,HP:0002953
68136,HP:0002953
68137,HP:0001885
68138,HP:0001885
68139,HP:0001885
68140,HP:0006977
68141,HP:0032930
68142,HP:0032930
68143,HP:0002127
68144,HP:0002127
68145,HP:0002127
68146,HP:0002127
68147,HP:0008371
68148,HP:0008371
68149,HP:0008371
68150,HP:0008371
68151,HP:0009256
68152,HP:0009256
68153,HP:0009256
68154,HP:0012264
68155,HP:0012264
68156,HP:0011117
68157,HP:0011117
68158,HP:0011117
68159,HP:0003744
68160,HP:0003744
68161,HP:0003744
68162,HP:0003744
68163,HP:0001360
68164,HP:0001360
68165,HP:0001360
68166,HP:0001360
68167,HP:0001360
68168,HP:0001360
68169,HP:0001360
68170,HP:0003933
68171,HP:0003933
68172,HP:0001679
68173,HP:0001679
68174,HP:0001679
68175,HP:0001679
68176,HP:0001679
68177,HP:0001563
68178,HP:0001563
68179,HP:0001563
68180,HP:0001563
68181,HP:0410198
68182,HP:0410198
68183,HP:0410198
68184,HP:0032449
68185,HP:0032449
68186,HP:0003308
68187,HP:0003308
68188,HP:0010838
68189,HP:0010838
68190,HP:0009519
68191,HP:0009519
68192,HP:0100013
68193,HP:0100013
68194,HP:0100013
68195,HP:0100013
68196,HP:0100013
68197,HP:0100013
68198,HP:0100013
68199,HP:0100013
68200,HP:0100013
68201,HP:0006429
68202,HP:0006429
68203,HP:0006429
68204,HP:0006429
68205,HP:0006429
68206,HP:0006429
68207,HP:0000542
68208,HP:0000542
68209,HP:0000542
68210,HP:0004260
68211,HP:0004260
68212,HP:0011280
68213,HP:0011280
68214,HP:0011280
68215,HP:0011280
68216,HP:0011393
68217,HP:0011393
68218,HP:0011393
68219,HP:0011393
68220,HP:0011393
68221,HP:0011393
68222,HP:0011393
68223,HP:0011393
68224,HP:0011393
68225,HP:0001868
68226,HP:0001868
68227,HP:0025217
68228,HP:0025217
68229,HP:0006532
68230,HP:0006532
68231,HP:0006532
68232,HP:0006532
68233,HP:0006532
68234,HP:0006532
68235,HP:0006532
68236,HP:0006532
68237,HP:0006532
68238,HP:0006532
68239,HP:0006532
68240,HP:0006532
68241,HP:0006532
68242,HP:0006532
68243,HP:0006532
68244,HP:0025596
68245,HP:0025596
68246,HP:0010782
68247,HP:0010782
68248,HP:0010782
68249,HP:0010782
68250,HP:0010782
68251,HP:0010782
68252,HP:0100802
68253,HP:0100802
68254,HP:0100802
68255,HP:0100802
68256,HP:0100802
68257,HP:0033701
68258,HP:0033701
68259,HP:0003084
68260,HP:0003084
68261,HP:0003084
68262,HP:0012562
68263,HP:0012562
68264,HP:0012818
68265,HP:0012818
68266,HP:0012788
68267,HP:0012788
68268,HP:0012788
68269,HP:0012788
68270,HP:0001392
68271,HP:0001392
68272,HP:0001392
68273,HP:0001392
68274,HP:0001392
68275,HP:0001392
68276,HP:0001392
68277,HP:0001392
68278,HP:0034025
68279,HP:0012065
68280,HP:0012065
68281,HP:0001923
68282,HP:0001923
68283,HP:0001923
68284,HP:0001923
68285,HP:0001923
68286,HP:0001923
68287,HP:0001923
68288,HP:0001923
68289,HP:0001923
68290,HP:0032350
68291,HP:0032072
68292,HP:0032072
68293,HP:0032072
68294,HP:0200108
68295,HP:0010724
68296,HP:0010724
68297,HP:0011713
68298,HP:0011713
68299,HP:0011713
68300,HP:0011713
68301,HP:0032311
68302,HP:0009583
68303,HP:0009583
68304,HP:0009583
68305,HP:0033352
68306,HP:0033352
68307,HP:0410187
68308,HP:0410187
68309,HP:0041249
68310,HP:0041249
68311,HP:0032682
68312,HP:0032682
68313,HP:0011061
68314,HP:0011061
68315,HP:0011061
68316,HP:0011061
68317,HP:0031971
68318,HP:0031971
68319,HP:0010388
68320,HP:0010388
68321,HP:0010388
68322,HP:0010388
68323,HP:0010388
68324,HP:0010388
68325,HP:0031904
68326,HP:0031904
68327,HP:0031904
68328,HP:0004251
68329,HP:0004251
68330,HP:0004251
68331,HP:0004251
68332,HP:0032785
68333,HP:0005229
68334,HP:0004034
68335,HP:0010982
68336,HP:0010982
68337,HP:0010982
68338,HP:0010617
68339,HP:0010617
68340,HP:0010617
68341,HP:0100473
68342,HP:0100473
68343,HP:0033037
68344,HP:0033037
68345,HP:0410380
68346,HP:0410380
68347,HP:0012506
68348,HP:0012506
68349,HP:0040095
68350,HP:0040095
68351,HP:0040095
68352,HP:0040095
68353,HP:0040095
68354,HP:0100131
68355,HP:0100131
68356,HP:0100131
68357,HP:0034137
68358,HP:0034137
68359,HP:0033208
68360,HP:0033536
68361,HP:0012756
68362,HP:0012756
68363,HP:0040052
68364,HP:0011312
68365,HP:0011312
68366,HP:0011312
68367,HP:0007366
68368,HP:0007366
68369,HP:0006956
68370,HP:0006956
68371,HP:0006956
68372,HP:0006956
68373,HP:0003107
68374,HP:0003107
68375,HP:0003107
68376,HP:0003107
68377,HP:0010132
68378,HP:0010132
68379,HP:0032264
68380,HP:0032264
68381,HP:0032264
68382,HP:0033833
68383,HP:0033833
68384,HP:0040139
68385,HP:0040139
68386,HP:0040139
68387,HP:0040139
68388,HP:0040139
68389,HP:0040139
68390,HP:0008277
68391,HP:0008277
68392,HP:0008277
68393,HP:0008277
68394,HP:0008277
68395,HP:0032191
68396,HP:0032191
68397,HP:0031110
68398,HP:0031110
68399,HP:0001700
68400,HP:0001700
68401,HP:0001700
68402,HP:0007670
68403,HP:0007670
68404,HP:0007670
68405,HP:0040273
68406,HP:0040273
68407,HP:0040273
68408,HP:0030744
68409,HP:0030744
68410,HP:0030753
68411,HP:0030753
68412,HP:0030753
68413,HP:0030753
68414,HP:0030753
68415,HP:0100871
68416,HP:0100871
68417,HP:0040265
68418,HP:0010507
68419,HP:0010507
68420,HP:0010172
68421,HP:0010172
68422,HP:0100530
68423,HP:0100530
68424,HP:0100530
68425,HP:0100530
68426,HP:0025663
68427,HP:0031432
68428,HP:0002446
68429,HP:0002446
68430,HP:0002446
68431,HP:0002446
68432,HP:0001927
68433,HP:0001927
68434,HP:0001927
68435,HP:0001927
68436,HP:0001927
68437,HP:0200008
68438,HP:0200008
68439,HP:0200008
68440,HP:0200008
68441,HP:0200008
68442,HP:0200008
68443,HP:0002653
68444,HP:0002653
68445,HP:0002653
68446,HP:0006990
68447,HP:0006990
68448,HP:0100120
68449,HP:0100120
68450,HP:0100120
68451,HP:0001833
68452,HP:0001833
68453,HP:0001833
68454,HP:0001833
68455,HP:0001833
68456,HP:0001833
68457,HP:0030243
68458,HP:0030243
68459,HP:0030243
68460,HP:0030243
68461,HP:0030243
68462,HP:0030243
68463,HP:0033956
68464,HP:0033956
68465,HP:0008424
68466,HP:0008424
68467,HP:0008444
68468,HP:0008444
68469,HP:0008444
68470,HP:0006685
68471,HP:0006685
68472,HP:0006685
68473,HP:0006685
68474,HP:0006685
68475,HP:0005106
68476,HP:0005106
68477,HP:0002967
68478,HP:0002967
68479,HP:0002967
68480,HP:0002967
68481,HP:0025179
68482,HP:0025179
68483,HP:0025179
68484,HP:0025179
68485,HP:0010315
68486,HP:0010315
68487,HP:0010315
68488,HP:0010315
68489,HP:0003146
68490,HP:0003146
68491,HP:0003146
68492,HP:0003146
68493,HP:0001810
68494,HP:0001810
68495,HP:0001810
68496,HP:0001810
68497,HP:0001810
68498,HP:0002046
68499,HP:0002046
68500,HP:0002046
68501,HP:0002046
68502,HP:0002046
68503,HP:0008707
68504,HP:0008707
68505,HP:0008707
68506,HP:0008707
68507,HP:0011945
68508,HP:0011945
68509,HP:0011945
68510,HP:0011945
68511,HP:0011945
68512,HP:0011945
68513,HP:0011945
68514,HP:0011945
68515,HP:0000319
68516,HP:0000319
68517,HP:0000319
68518,HP:0000319
68519,HP:0000319
68520,HP:0000319
68521,HP:0000319
68522,HP:0000319
68523,HP:0000319
68524,HP:0012322
68525,HP:0012322
68526,HP:0012322
68527,HP:0012322
68528,HP:0002583
68529,HP:0002583
68530,HP:0002583
68531,HP:0002583
68532,HP:0001557
68533,HP:0001557
68534,HP:0001557
68535,HP:0001557
68536,HP:0034222
68537,HP:0005419
68538,HP:0005419
68539,HP:0005419
68540,HP:0005419
68541,HP:0005419
68542,HP:0005419
68543,HP:0005419
68544,HP:0031500
68545,HP:0025507
68546,HP:0025507
68547,HP:0025507
68548,HP:0004302
68549,HP:0004302
68550,HP:0000097
68551,HP:0000097
68552,HP:0000097
68553,HP:0000097
68554,HP:0000097
68555,HP:0000097
68556,HP:0000097
68557,HP:0000097
68558,HP:0000097
68559,HP:0012509
68560,HP:0012509
68561,HP:0012509
68562,HP:0032069
68563,HP:0032069
68564,HP:0032069
68565,HP:0032069
68566,HP:0000068
68567,HP:0000068
68568,HP:0000068
68569,HP:0000068
68570,HP:0034161
68571,HP:0012323
68572,HP:0012323
68573,HP:0012323
68574,HP:0012323
68575,HP:0004287
68576,HP:0006180
68577,HP:0025633
68578,HP:0010269
68579,HP:0010269
68580,HP:0010269
68581,HP:0002786
68582,HP:0002786
68583,HP:0002786
68584,HP:0002786
68585,HP:0030866
68586,HP:0030866
68587,HP:0003200
68588,HP:0003200
68589,HP:0003200
68590,HP:0003200
68591,HP:0003200
68592,HP:0003200
68593,HP:0003200
68594,HP:0003200
68595,HP:0003200
68596,HP:0000970
68597,HP:0000970
68598,HP:0000970
68599,HP:0000970
68600,HP:0000970
68601,HP:0000970
68602,HP:0000970
68603,HP:0000970
68604,HP:0000970
68605,HP:0000970
68606,HP:0000078
68607,HP:0000078
68608,HP:0000078
68609,HP:0000078
68610,HP:0000078
68611,HP:0000078
68612,HP:0000078
68613,HP:0000078
68614,HP:0032941
68615,HP:0000916
68616,HP:0000916
68617,HP:0000916
68618,HP:0000916
68619,HP:0040285
68620,HP:0040285
68621,HP:0040285
68622,HP:0032967
68623,HP:0001822
68624,HP:0001822
68625,HP:0001822
68626,HP:0001822
68627,HP:0001822
68628,HP:0001822
68629,HP:0001822
68630,HP:0001822
68631,HP:0001822
68632,HP:0001822
68633,HP:0002370
68634,HP:0100704
68635,HP:0100704
68636,HP:0100704
68637,HP:0100704
68638,HP:0100704
68639,HP:0100704
68640,HP:0100704
68641,HP:0100704
68642,HP:0100704
68643,HP:0100704
68644,HP:0100704
68645,HP:0032839
68646,HP:0032839
68647,HP:0006725
68648,HP:0006725
68649,HP:0006725
68650,HP:0006725
68651,HP:0030845
68652,HP:0030845
68653,HP:0030845
68654,HP:0008093
68655,HP:0008093
68656,HP:0008093
68657,HP:0030103
68658,HP:0030103
68659,HP:0030103
68660,HP:0010505
68661,HP:0010505
68662,HP:0005222
68663,HP:0005222
68664,HP:0005222
68665,HP:0005222
68666,HP:0012387
68667,HP:0012387
68668,HP:0012387
68669,HP:0012387
68670,HP:0004324
68671,HP:0004324
68672,HP:0004324
68673,HP:0004324
68674,HP:0004324
68675,HP:0004324
68676,HP:0004324
68677,HP:0040298
68678,HP:0030894
68679,HP:0011503
68680,HP:0011503
68681,HP:0011503
68682,HP:0011503
68683,HP:0100472
68684,HP:0100472
68685,HP:0001712
68686,HP:0001712
68687,HP:0001712
68688,HP:0001712
68689,HP:0001712
68690,HP:0001712
68691,HP:0001712
68692,HP:0031313
68693,HP:0010387
68694,HP:0012492
68695,HP:0012492
68696,HP:0012492
68697,HP:0012895
68698,HP:0012895
68699,HP:0030689
68700,HP:0030689
68701,HP:0030689
68702,HP:0009427
68703,HP:0009427
68704,HP:0009427
68705,HP:0008456
68706,HP:0008456
68707,HP:0012313
68708,HP:0012313
68709,HP:0012313
68710,HP:0012313
68711,HP:0001471
68712,HP:0001471
68713,HP:0001471
68714,HP:0033872
68715,HP:0033627
68716,HP:0008080
68717,HP:0008080
68718,HP:0008080
68719,HP:0008080
68720,HP:0008080
68721,HP:0003953
68722,HP:0003953
68723,HP:0003953
68724,HP:0000458
68725,HP:0000458
68726,HP:0000458
68727,HP:0000458
68728,HP:0000458
68729,HP:0000458
68730,HP:0430012
68731,HP:0430012
68732,HP:0430012
68733,HP:0430012
68734,HP:0032976
68735,HP:0033785
68736,HP:0033785
68737,HP:0000749
68738,HP:0000749
68739,HP:0010852
68740,HP:0010852
68741,HP:0010852
68742,HP:0010852
68743,HP:0002572
68744,HP:0002572
68745,HP:0002572
68746,HP:0002572
68747,HP:0030163
68748,HP:0030163
68749,HP:0032861
68750,HP:0032861
68751,HP:0032861
68752,HP:0031558
68753,HP:0030561
68754,HP:0032088
68755,HP:0032088
68756,HP:0033089
68757,HP:0031583
68758,HP:0000690
68759,HP:0000690
68760,HP:0000690
68761,HP:0000690
68762,HP:0000690
68763,HP:0000690
68764,HP:0000690
68765,HP:0000690
68766,HP:0000690
68767,HP:0031733
68768,HP:0004469
68769,HP:0004469
68770,HP:0004469
68771,HP:0004469
68772,HP:0006253
68773,HP:0006253
68774,HP:0031272
68775,HP:0031272
68776,HP:0000712
68777,HP:0000712
68778,HP:0000712
68779,HP:0000712
68780,HP:0000712
68781,HP:0000712
68782,HP:0000712
68783,HP:0100097
68784,HP:0100097
68785,HP:0100097
68786,HP:0100097
68787,HP:0032330
68788,HP:0032330
68789,HP:0011417
68790,HP:0011417
68791,HP:0011417
68792,HP:0500019
68793,HP:0500019
68794,HP:0034156
68795,HP:0034156
68796,HP:0004746
68797,HP:0004746
68798,HP:0004746
68799,HP:0004746
68800,HP:0004746
68801,HP:0004746
68802,HP:0004746
68803,HP:0031560
68804,HP:0031560
68805,HP:0031560
68806,HP:0010516
68807,HP:0010516
68808,HP:0010516
68809,HP:0010516
68810,HP:0010516
68811,HP:0000131
68812,HP:0000131
68813,HP:0000131
68814,HP:0000131
68815,HP:0000131
68816,HP:0000131
68817,HP:0000131
68818,HP:0000131
68819,HP:0000131
68820,HP:0000131
68821,HP:0012499
68822,HP:0012499
68823,HP:0012499
68824,HP:0012499
68825,HP:0025538
68826,HP:0025538
68827,HP:0031846
68828,HP:0031846
68829,HP:0031846
68830,HP:0034128
68831,HP:0000553
68832,HP:0000553
68833,HP:0000553
68834,HP:0003573
68835,HP:0003573
68836,HP:0003573
68837,HP:0003573
68838,HP:0003573
68839,HP:0033672
68840,HP:0033672
68841,HP:0033672
68842,HP:0001332
68843,HP:0001332
68844,HP:0001332
68845,HP:0001332
68846,HP:0001332
68847,HP:0001332
68848,HP:5000003
68849,HP:5000003
68850,HP:5000003
68851,HP:0030560
68852,HP:0030715
68853,HP:0030715
68854,HP:0030715
