,HPO
19046,HP:0030195
19047,HP:0100901
19048,HP:0100901
19049,HP:0007238
19050,HP:0007238
19051,HP:0002823
19052,HP:0002823
19053,HP:0002823
19054,HP:0002823
19055,HP:0002823
19056,HP:0040070
19057,HP:0040070
19058,HP:0040070
19059,HP:0040070
19060,HP:0040070
19061,HP:0010845
19062,HP:0010845
19063,HP:0010845
19064,HP:0010845
19065,HP:0010845
19066,HP:0010845
19067,HP:0031685
19068,HP:0031685
19069,HP:0031685
19070,HP:0031685
19071,HP:0003336
19072,HP:0003336
19073,HP:0003336
19074,HP:0002231
19075,HP:0002231
19076,HP:0002231
19077,HP:0002231
19078,HP:0002231
19079,HP:0001041
19080,HP:0001041
19081,HP:0001041
19082,HP:0001041
19083,HP:0001041
19084,HP:0001041
19085,HP:0001041
19086,HP:0001041
19087,HP:0001041
19088,HP:0001041
19089,HP:0001041
19090,HP:0001041
19091,HP:0001041
19092,HP:0001041
19093,HP:0001041
19094,HP:0011050
19095,HP:0011050
19096,HP:0011050
19097,HP:0011050
19098,HP:0011050
19099,HP:0011050
19100,HP:0011050
19101,HP:0011050
19102,HP:0011050
19103,HP:0025048
19104,HP:0025048
19105,HP:0008742
19106,HP:0005150
19107,HP:0005150
19108,HP:0031192
19109,HP:0012808
19110,HP:0012808
19111,HP:0012808
19112,HP:0012808
19113,HP:0012808
19114,HP:0012545
19115,HP:0012545
19116,HP:0012545
19117,HP:0011001
19118,HP:0011001
19119,HP:0011001
19120,HP:0011001
19121,HP:0011001
19122,HP:0011001
19123,HP:0011001
19124,HP:0011001
19125,HP:4000018
19126,HP:0009726
19127,HP:0009726
19128,HP:0009726
19129,HP:0009726
19130,HP:0009726
19131,HP:0009726
19132,HP:0009726
19133,HP:0009726
19134,HP:0009726
19135,HP:0009726
19136,HP:0040284
19137,HP:0040284
19138,HP:0040284
19139,HP:0040284
19140,HP:0005653
19141,HP:0005653
19142,HP:0005653
19143,HP:0410257
19144,HP:0500257
19145,HP:0500257
19146,HP:0410349
19147,HP:0002223
19148,HP:0002223
19149,HP:0002223
19150,HP:0002223
19151,HP:0002223
19152,HP:0002223
19153,HP:0002223
19154,HP:0002223
19155,HP:0002223
19156,HP:0033267
19157,HP:0041184
19158,HP:0041184
19159,HP:0002326
19160,HP:0002326
19161,HP:0002326
19162,HP:0002326
19163,HP:0002326
19164,HP:0002326
19165,HP:0002326
19166,HP:0040235
19167,HP:0040235
19168,HP:0040235
19169,HP:0040235
19170,HP:0040235
19171,HP:0011103
19172,HP:0011103
19173,HP:0011103
19174,HP:0011103
19175,HP:0030641
19176,HP:0032476
19177,HP:0011991
19178,HP:0011991
19179,HP:0011991
19180,HP:0005829
19181,HP:0001397
19182,HP:0001397
19183,HP:0001397
19184,HP:0001397
19185,HP:0001397
19186,HP:0001397
19187,HP:0001397
19188,HP:0001397
19189,HP:0001397
19190,HP:0001397
19191,HP:0007747
19192,HP:0006575
19193,HP:0100419
19194,HP:0100419
19195,HP:0100419
19196,HP:0100419
19197,HP:0006562
19198,HP:0006562
19199,HP:0006562
19200,HP:0004981
19201,HP:0005619
19202,HP:0005619
19203,HP:0005619
19204,HP:0005619
19205,HP:0031249
19206,HP:0031249
19207,HP:0031249
19208,HP:0031249
19209,HP:0031249
19210,HP:0012367
19211,HP:0012367
19212,HP:0012367
19213,HP:0410296
19214,HP:0006505
19215,HP:0006505
19216,HP:0006505
19217,HP:0006505
19218,HP:0006505
19219,HP:0025407
19220,HP:0025407
19221,HP:0034084
19222,HP:4000055
19223,HP:0004241
19224,HP:0004241
19225,HP:0004241
19226,HP:0006339
19227,HP:0006339
19228,HP:0006339
19229,HP:0006339
19230,HP:0006339
19231,HP:0006339
19232,HP:0006339
19233,HP:0006339
19234,HP:0006339
19235,HP:0006339
19236,HP:0006339
19237,HP:0001667
19238,HP:0001667
19239,HP:0001667
19240,HP:0001667
19241,HP:0001667
19242,HP:0001667
19243,HP:0006704
19244,HP:0006704
19245,HP:0006704
19246,HP:0006704
19247,HP:0001962
19248,HP:0001962
19249,HP:0001962
19250,HP:0001962
19251,HP:0001962
19252,HP:0001962
19253,HP:0003914
19254,HP:0003914
19255,HP:0006994
19256,HP:0004639
19257,HP:0004639
19258,HP:0004639
19259,HP:0004639
19260,HP:0004639
19261,HP:0004639
19262,HP:0004639
19263,HP:0001501
19264,HP:0001501
19265,HP:0003903
19266,HP:0003903
19267,HP:0003903
19268,HP:0003903
19269,HP:0012092
19270,HP:0012092
19271,HP:0012092
19272,HP:0011707
19273,HP:0011707
19274,HP:0011707
19275,HP:0011707
19276,HP:0011707
19277,HP:0011707
19278,HP:0012578
19279,HP:0012578
19280,HP:0012578
19281,HP:0012578
19282,HP:0012578
19283,HP:0009945
19284,HP:0009945
19285,HP:0009945
19286,HP:0009945
19287,HP:0011091
19288,HP:0011091
19289,HP:0011091
19290,HP:0011091
19291,HP:0011091
19292,HP:0011091
19293,HP:0012644
19294,HP:0012644
19295,HP:0410053
19296,HP:0410053
19297,HP:0410053
19298,HP:0410053
19299,HP:0410053
19300,HP:0031502
19301,HP:0031502
19302,HP:0002601
19303,HP:0002764
19304,HP:0002764
19305,HP:0002764
19306,HP:0000821
19307,HP:0000821
19308,HP:0000821
19309,HP:0000821
19310,HP:0000821
19311,HP:0000821
19312,HP:0010953
19313,HP:0010953
19314,HP:0010953
19315,HP:0010953
19316,HP:0010953
19317,HP:0010953
19318,HP:0006163
19319,HP:0011592
19320,HP:0011592
19321,HP:0003349
19322,HP:0003349
19323,HP:0003349
19324,HP:0033249
19325,HP:0033249
19326,HP:0100939
19327,HP:0100939
19328,HP:0012491
19329,HP:0012491
19330,HP:0012491
19331,HP:0200064
19332,HP:0200064
19333,HP:0200064
19334,HP:0200064
19335,HP:0001082
19336,HP:0001082
19337,HP:0001082
19338,HP:0001082
19339,HP:0001082
19340,HP:0100446
19341,HP:0100446
19342,HP:0100446
19343,HP:0012850
19344,HP:0012850
19345,HP:0012850
19346,HP:0003166
19347,HP:0003166
19348,HP:0005209
19349,HP:0005209
19350,HP:0005209
19351,HP:0010577
19352,HP:0010577
19353,HP:0033923
19354,HP:0033923
19355,HP:0033963
19356,HP:0009301
19357,HP:0009301
19358,HP:0009301
19359,HP:0009301
19360,HP:0009301
19361,HP:0009136
19362,HP:0010291
19363,HP:0010291
19364,HP:0010291
19365,HP:0010291
19366,HP:0010291
19367,HP:0010291
19368,HP:0010291
19369,HP:0010291
19370,HP:0030090
19371,HP:0030090
19372,HP:0030090
19373,HP:0011702
19374,HP:0011702
19375,HP:0011702
19376,HP:0004921
19377,HP:0004921
19378,HP:0004921
19379,HP:0004921
19380,HP:0004921
19381,HP:0004921
19382,HP:0006571
19383,HP:0006571
19384,HP:0006571
19385,HP:0006571
19386,HP:0006571
19387,HP:0009634
19388,HP:0009634
19389,HP:0009634
19390,HP:0007634
19391,HP:0007634
19392,HP:0007634
19393,HP:0007634
19394,HP:0032826
19395,HP:0032826
19396,HP:0410372
19397,HP:0410372
19398,HP:0010839
19399,HP:0010839
19400,HP:0011425
19401,HP:0011425
19402,HP:0011425
19403,HP:0011425
19404,HP:0004100
19405,HP:0004100
19406,HP:0004100
19407,HP:0004100
19408,HP:0005791
19409,HP:0005791
19410,HP:0009548
19411,HP:0009548
19412,HP:0009548
19413,HP:0100054
19414,HP:0100054
19415,HP:0006502
19416,HP:0006502
19417,HP:0006502
19418,HP:0006502
19419,HP:0031758
19420,HP:0030252
19421,HP:0030252
19422,HP:0030252
19423,HP:0001129
19424,HP:0001129
19425,HP:0003642
19426,HP:0003642
19427,HP:0003642
19428,HP:0003642
19429,HP:0003642
19430,HP:0003642
19431,HP:0040259
19432,HP:0040259
19433,HP:0025215
19434,HP:0025215
19435,HP:0025215
19436,HP:0030817
19437,HP:0030817
19438,HP:0030817
19439,HP:0005329
19440,HP:0005329
19441,HP:0007504
19442,HP:0033930
19443,HP:0033930
19444,HP:0002034
19445,HP:0002034
19446,HP:0002034
19447,HP:0002034
19448,HP:0002034
19449,HP:0009994
19450,HP:0009994
19451,HP:0009994
19452,HP:0009994
19453,HP:0009994
19454,HP:0009994
19455,HP:0009994
19456,HP:0030358
19457,HP:0030358
19458,HP:0030358
19459,HP:0030358
19460,HP:0030307
19461,HP:0030307
19462,HP:0030307
19463,HP:0004286
19464,HP:0004286
19465,HP:0100292
19466,HP:0100292
19467,HP:0002427
19468,HP:0002427
19469,HP:0002427
19470,HP:0002427
19471,HP:0002427
19472,HP:0002427
19473,HP:0002427
19474,HP:0002427
19475,HP:0002427
19476,HP:0002427
19477,HP:0002427
19478,HP:0005213
19479,HP:0005213
19480,HP:0005213
19481,HP:0008240
19482,HP:0032651
19483,HP:0410061
19484,HP:0031901
19485,HP:0031901
19486,HP:0009957
19487,HP:0009957
19488,HP:0009957
19489,HP:0020174
19490,HP:0020174
19491,HP:0006591
19492,HP:0006591
19493,HP:0006591
19494,HP:0000034
19495,HP:0000034
19496,HP:0000034
19497,HP:0000034
19498,HP:0000034
19499,HP:0000034
19500,HP:0000034
19501,HP:0034109
19502,HP:0010241
19503,HP:0010241
19504,HP:0010241
19505,HP:0010241
19506,HP:0010241
19507,HP:0010241
19508,HP:0025156
19509,HP:0025156
19510,HP:0025156
19511,HP:0006581
19512,HP:0006581
19513,HP:0009741
19514,HP:0009741
19515,HP:0009741
19516,HP:0009741
19517,HP:0009741
19518,HP:0009741
19519,HP:0032879
19520,HP:0032169
19521,HP:0032169
19522,HP:0008297
19523,HP:0008297
19524,HP:0008297
19525,HP:0033855
19526,HP:0033855
19527,HP:0100119
19528,HP:0100119
19529,HP:0040173
19530,HP:0040173
19531,HP:0009507
19532,HP:0009507
19533,HP:0009507
19534,HP:0100837
19535,HP:0100837
19536,HP:0100837
19537,HP:0100837
19538,HP:0100837
19539,HP:0100837
19540,HP:0100837
19541,HP:0006733
19542,HP:0006733
19543,HP:0006733
19544,HP:0006733
19545,HP:0006733
19546,HP:0006733
19547,HP:0006733
19548,HP:0006733
19549,HP:0032808
19550,HP:0032808
19551,HP:0007153
19552,HP:0025591
19553,HP:0025591
19554,HP:0010583
19555,HP:0010583
19556,HP:0010583
19557,HP:0010583
19558,HP:0033653
19559,HP:0033653
19560,HP:0003521
19561,HP:0003521
19562,HP:0003521
19563,HP:0003521
19564,HP:0003521
19565,HP:0006264
19566,HP:0006264
19567,HP:0006264
19568,HP:0006264
19569,HP:0005068
19570,HP:0030510
19571,HP:0012359
19572,HP:0012359
19573,HP:0100732
19574,HP:0100732
19575,HP:0007602
19576,HP:0012034
19577,HP:0012034
19578,HP:0012034
19579,HP:0012034
19580,HP:0012034
19581,HP:0012034
19582,HP:0010692
19583,HP:0010692
19584,HP:0010692
19585,HP:0010692
19586,HP:0010692
19587,HP:0010692
19588,HP:0003352
19589,HP:0003352
19590,HP:0003352
19591,HP:0020078
19592,HP:0020078
19593,HP:0033744
19594,HP:0009598
19595,HP:0009598
19596,HP:0009598
19597,HP:0007289
19598,HP:0007289
19599,HP:0007289
19600,HP:0032384
19601,HP:0010485
19602,HP:0010485
19603,HP:0007149
19604,HP:0007149
19605,HP:0007149
19606,HP:0012181
19607,HP:0012181
19608,HP:0012181
19609,HP:0012181
19610,HP:0012181
19611,HP:0002619
19612,HP:0002619
19613,HP:0002619
19614,HP:0002619
19615,HP:0002619
19616,HP:0002619
19617,HP:0000384
19618,HP:0000384
19619,HP:0000384
19620,HP:0000384
19621,HP:0000384
19622,HP:0000384
19623,HP:0000384
19624,HP:0000384
19625,HP:0000384
19626,HP:0000384
19627,HP:0012379
19628,HP:0012379
19629,HP:0009938
19630,HP:0009938
19631,HP:0009938
19632,HP:0009938
19633,HP:0010039
19634,HP:0010039
19635,HP:0010039
19636,HP:0010039
19637,HP:4000083
19638,HP:0012381
19639,HP:0012381
19640,HP:0011137
19641,HP:0011137
19642,HP:0011137
19643,HP:0011137
19644,HP:0410263
19645,HP:0410263
19646,HP:0012146
19647,HP:0012146
19648,HP:0003458
19649,HP:0003458
19650,HP:0003458
19651,HP:0003458
19652,HP:0003458
19653,HP:0410336
19654,HP:0410336
19655,HP:0410336
19656,HP:0410336
19657,HP:0010967
19658,HP:0010967
19659,HP:0010967
19660,HP:0010967
19661,HP:0010967
19662,HP:0002143
19663,HP:0002143
19664,HP:0002143
19665,HP:0002143
19666,HP:0002143
19667,HP:0002143
19668,HP:0002143
19669,HP:0020204
19670,HP:0020204
19671,HP:0020204
19672,HP:0006146
19673,HP:0006146
19674,HP:0006146
19675,HP:0006865
19676,HP:0034117
19677,HP:0034117
19678,HP:0025576
19679,HP:0025576
19680,HP:0033608
19681,HP:0033608
19682,HP:0100280
19683,HP:0100280
19684,HP:0100280
19685,HP:0100280
19686,HP:0100280
19687,HP:0100280
19688,HP:0030650
19689,HP:0030650
19690,HP:0025308
19691,HP:0030185
19692,HP:0030185
19693,HP:0030185
19694,HP:0030185
19695,HP:0010620
19696,HP:0010620
19697,HP:0010620
19698,HP:0010620
19699,HP:0010620
19700,HP:0010620
19701,HP:0010620
19702,HP:0006824
19703,HP:0006824
19704,HP:0006824
19705,HP:0006824
19706,HP:0006824
19707,HP:0006824
19708,HP:0006824
19709,HP:0032591
19710,HP:0032591
19711,HP:0004646
19712,HP:0004646
19713,HP:0004646
19714,HP:0004646
19715,HP:0004646
19716,HP:0004646
19717,HP:0004646
19718,HP:0007182
19719,HP:0007182
19720,HP:0007182
19721,HP:0010710
19722,HP:0010710
19723,HP:0010710
19724,HP:0003760
19725,HP:0003760
19726,HP:0008062
19727,HP:0008062
19728,HP:0007447
19729,HP:0007447
19730,HP:0007447
19731,HP:0007447
19732,HP:0007447
19733,HP:0007447
19734,HP:0032972
19735,HP:0009328
19736,HP:0009328
19737,HP:0009328
19738,HP:0030199
19739,HP:0030199
19740,HP:0040078
19741,HP:0032823
19742,HP:0032823
19743,HP:0032823
19744,HP:0032823
19745,HP:0004276
19746,HP:0004276
19747,HP:0002857
19748,HP:0002857
19749,HP:0002857
19750,HP:0002857
19751,HP:0002857
19752,HP:0002857
19753,HP:0002857
19754,HP:0002857
19755,HP:0002857
19756,HP:0002857
19757,HP:0032973
19758,HP:0032973
19759,HP:0100408
19760,HP:0100408
19761,HP:0100408
19762,HP:0100408
19763,HP:0030326
19764,HP:0030326
19765,HP:0008160
19766,HP:0008160
19767,HP:0030126
19768,HP:0030126
19769,HP:0011942
19770,HP:0011942
19771,HP:0032180
19772,HP:0004019
19773,HP:0004019
19774,HP:0004019
19775,HP:0009306
19776,HP:0009306
19777,HP:0009306
19778,HP:0040090
19779,HP:0040090
19780,HP:0040090
19781,HP:0040090
19782,HP:0004231
19783,HP:0004231
19784,HP:0004231
19785,HP:0004231
19786,HP:0004231
19787,HP:0004231
19788,HP:0004231
19789,HP:0004231
19790,HP:0004231
19791,HP:0010085
19792,HP:0010085
19793,HP:0010085
19794,HP:0011384
19795,HP:0011384
19796,HP:0011384
19797,HP:0011823
19798,HP:0011823
19799,HP:0011823
19800,HP:0011823
19801,HP:0011823
19802,HP:0011823
19803,HP:0011823
19804,HP:0031250
19805,HP:0030573
19806,HP:0410134
19807,HP:0030131
19808,HP:0030131
19809,HP:4000023
19810,HP:4000023
19811,HP:0034108
19812,HP:0034108
19813,HP:0009541
19814,HP:0009541
19815,HP:0009541
19816,HP:0009541
19817,HP:0004337
19818,HP:0004337
19819,HP:0004337
19820,HP:0012093
19821,HP:0012093
19822,HP:0004048
19823,HP:0011292
19824,HP:0011292
19825,HP:0005462
19826,HP:0005462
19827,HP:0000510
19828,HP:0000510
19829,HP:0000510
19830,HP:0000510
19831,HP:0000510
19832,HP:0000510
19833,HP:0000510
19834,HP:0032613
19835,HP:0032613
19836,HP:0032613
19837,HP:0032613
19838,HP:0007830
19839,HP:0007830
19840,HP:0045051
19841,HP:0045051
19842,HP:0045051
19843,HP:0045051
19844,HP:0009462
19845,HP:0009462
19846,HP:0009462
19847,HP:0001701
19848,HP:0001701
19849,HP:0001701
19850,HP:0001701
19851,HP:0001701
19852,HP:0010429
19853,HP:0010429
19854,HP:0010429
19855,HP:0002227
19856,HP:0002227
19857,HP:0002227
19858,HP:0002227
19859,HP:0002227
19860,HP:0002227
19861,HP:0410135
19862,HP:0040283
19863,HP:0040283
19864,HP:0040283
19865,HP:0003427
19866,HP:0032658
19867,HP:0010759
19868,HP:0010759
19869,HP:0010759
19870,HP:0010759
19871,HP:0010759
19872,HP:0010759
19873,HP:0010759
19874,HP:0010759
19875,HP:0005345
19876,HP:0005345
19877,HP:0005345
19878,HP:0025212
19879,HP:0025212
19880,HP:0025212
19881,HP:0000445
19882,HP:0000445
19883,HP:0000445
19884,HP:0000445
19885,HP:0000445
19886,HP:0000445
19887,HP:0000445
19888,HP:0000445
19889,HP:0005526
19890,HP:0005526
19891,HP:0005526
19892,HP:0005526
19893,HP:0005526
19894,HP:0005526
19895,HP:0040018
19896,HP:0040018
19897,HP:0031370
19898,HP:0011355
19899,HP:0011355
19900,HP:0011355
19901,HP:0005780
19902,HP:0005780
19903,HP:0005780
19904,HP:0033184
19905,HP:0005609
19906,HP:0005609
19907,HP:0031929
19908,HP:0031929
19909,HP:0500273
19910,HP:0500273
19911,HP:0500273
19912,HP:0500273
19913,HP:0500273
19914,HP:0000947
19915,HP:0000947
19916,HP:0000947
19917,HP:3000073
19918,HP:3000073
19919,HP:0012095
19920,HP:0012095
19921,HP:0012095
19922,HP:0012095
19923,HP:0012095
19924,HP:0010827
19925,HP:0010827
19926,HP:0010827
19927,HP:0032574
19928,HP:0032506
19929,HP:0032506
19930,HP:3000006
19931,HP:3000006
19932,HP:0033075
19933,HP:0033075
19934,HP:0033075
19935,HP:0012609
19936,HP:0012609
19937,HP:0012609
19938,HP:0012609
19939,HP:0032168
19940,HP:0009273
19941,HP:0009273
19942,HP:0009273
19943,HP:0010321
19944,HP:0010321
19945,HP:0100049
19946,HP:0100049
19947,HP:0010787
19948,HP:0010787
19949,HP:0010787
19950,HP:0010787
19951,HP:0010787
19952,HP:0010787
19953,HP:0010787
19954,HP:0011685
19955,HP:0011685
19956,HP:0011685
19957,HP:0033735
19958,HP:0033735
19959,HP:0033735
19960,HP:0030643
19961,HP:0009778
19962,HP:0009778
19963,HP:0009778
19964,HP:0009778
19965,HP:0009778
19966,HP:0009778
19967,HP:0009778
19968,HP:0009778
19969,HP:0009778
19970,HP:0009778
19971,HP:0009778
19972,HP:0000028
19973,HP:0000028
19974,HP:0000028
19975,HP:0000028
19976,HP:0000028
19977,HP:0000028
19978,HP:0000028
19979,HP:0000028
19980,HP:0000028
19981,HP:0012736
19982,HP:0012736
19983,HP:0012736
19984,HP:0012736
19985,HP:0012736
19986,HP:0031902
19987,HP:0012197
19988,HP:0012197
19989,HP:0012197
19990,HP:0012197
19991,HP:0012197
19992,HP:0012197
19993,HP:0004820
19994,HP:0004820
19995,HP:0004820
19996,HP:0004820
19997,HP:0004820
19998,HP:0004820
19999,HP:0004820
20000,HP:0025607
20001,HP:0011538
20002,HP:0011538
20003,HP:0011538
20004,HP:0011538
20005,HP:0011538
20006,HP:0011538
20007,HP:0032582
20008,HP:0032582
20009,HP:0500192
20010,HP:0500192
20011,HP:0033122
20012,HP:0033122
20013,HP:0033122
20014,HP:0001808
20015,HP:0001808
20016,HP:0001808
20017,HP:0011502
20018,HP:0011502
20019,HP:0011502
20020,HP:0006233
20021,HP:0006233
20022,HP:5000001
20023,HP:5000001
20024,HP:0001395
20025,HP:0001395
20026,HP:0001395
20027,HP:0001395
20028,HP:0001395
20029,HP:0011554
20030,HP:0011554
20031,HP:0011554
20032,HP:0011554
20033,HP:0011554
20034,HP:0002661
20035,HP:0002661
20036,HP:0012572
20037,HP:0012572
20038,HP:0012572
20039,HP:0012572
20040,HP:0030102
20041,HP:0030102
20042,HP:0030102
20043,HP:0032011
20044,HP:0032011
20045,HP:0041062
20046,HP:0041062
20047,HP:0012349
20048,HP:0012349
20049,HP:0012349
20050,HP:0031143
20051,HP:0031143
20052,HP:0008935
20053,HP:0008935
20054,HP:0008935
20055,HP:0008935
20056,HP:0008935
20057,HP:0008935
20058,HP:0008935
20059,HP:0032176
20060,HP:0032176
20061,HP:0032176
20062,HP:0032176
20063,HP:0002187
20064,HP:0002187
20065,HP:0002187
20066,HP:0002187
20067,HP:0002187
20068,HP:0002187
20069,HP:0002187
20070,HP:0002187
20071,HP:0002187
20072,HP:0034004
20073,HP:0034004
20074,HP:0032873
20075,HP:0032530
20076,HP:0032530
20077,HP:0040239
20078,HP:0040239
20079,HP:0040239
20080,HP:0010145
20081,HP:0005764
20082,HP:0005764
20083,HP:0005764
20084,HP:0005764
20085,HP:5000042
20086,HP:5000042
20087,HP:0410226
20088,HP:0010230
20089,HP:0010230
20090,HP:0010230
20091,HP:0010230
20092,HP:0010230
20093,HP:0010230
20094,HP:0010230
20095,HP:0010230
20096,HP:0010230
20097,HP:0010230
20098,HP:0010230
20099,HP:0010931
20100,HP:0010931
20101,HP:0010931
20102,HP:0010931
20103,HP:0010931
20104,HP:0030109
20105,HP:0030109
20106,HP:0030109
20107,HP:0033846
20108,HP:0010490
20109,HP:0010490
20110,HP:0010490
20111,HP:0010490
20112,HP:0100891
20113,HP:0100891
20114,HP:0100891
20115,HP:0004444
20116,HP:0004444
20117,HP:0004444
20118,HP:0004444
20119,HP:0410351
20120,HP:0410351
20121,HP:0003839
20122,HP:0003839
20123,HP:0003839
20124,HP:0003839
20125,HP:4000003
20126,HP:0025424
20127,HP:0001248
20128,HP:0001248
20129,HP:0001248
20130,HP:0003380
20131,HP:0003380
20132,HP:0003380
20133,HP:0003380
20134,HP:0003380
20135,HP:0003380
20136,HP:0003380
20137,HP:0003380
20138,HP:0500064
20139,HP:0500064
20140,HP:0020062
20141,HP:0020062
20142,HP:0020062
20143,HP:0025477
20144,HP:0005332
20145,HP:0005332
20146,HP:0010408
20147,HP:0008499
20148,HP:0008499
20149,HP:0008499
20150,HP:0008499
20151,HP:0008499
20152,HP:0008499
20153,HP:0011309
20154,HP:0011309
20155,HP:0011309
20156,HP:0006644
20157,HP:0033706
20158,HP:0033706
20159,HP:0002282
20160,HP:0002282
20161,HP:0002282
20162,HP:0002282
20163,HP:0002282
20164,HP:0002282
20165,HP:0002282
20166,HP:0002282
20167,HP:0002282
20168,HP:0002282
20169,HP:0002282
20170,HP:0002282
20171,HP:0002282
20172,HP:0033467
20173,HP:0000796
20174,HP:0000796
20175,HP:0000796
20176,HP:0000796
20177,HP:0034186
20178,HP:0034186
20179,HP:0007667
20180,HP:0007667
20181,HP:0007667
20182,HP:0007667
20183,HP:0007929
20184,HP:0007929
20185,HP:0010340
20186,HP:0012189
20187,HP:0012189
20188,HP:0012189
20189,HP:0012189
20190,HP:0012189
20191,HP:0012189
20192,HP:0012189
20193,HP:0012189
20194,HP:0012189
20195,HP:0012189
20196,HP:0012189
20197,HP:0012189
20198,HP:0012189
20199,HP:0031614
20200,HP:0100406
20201,HP:0100406
20202,HP:0100406
20203,HP:0100406
20204,HP:0100406
20205,HP:0100406
20206,HP:0100406
20207,HP:0100504
20208,HP:0100504
20209,HP:0100504
20210,HP:0100504
20211,HP:0100504
20212,HP:0100504
20213,HP:0004822
20214,HP:0004822
20215,HP:0100293
20216,HP:0100293
20217,HP:0100293
20218,HP:0033580
20219,HP:0030100
20220,HP:0030100
20221,HP:0030100
20222,HP:0100790
20223,HP:0100790
20224,HP:0100790
20225,HP:0100790
20226,HP:0100790
20227,HP:0006768
20228,HP:0006768
20229,HP:0000978
20230,HP:0000978
20231,HP:0000978
20232,HP:0000978
20233,HP:0000978
20234,HP:0000978
20235,HP:0000978
20236,HP:0000978
20237,HP:0000978
20238,HP:0000978
20239,HP:0000978
20240,HP:0000978
20241,HP:0000978
20242,HP:0100647
20243,HP:0100647
20244,HP:0100647
20245,HP:0100647
20246,HP:0100647
20247,HP:0100647
20248,HP:0009321
20249,HP:0009321
20250,HP:0009321
20251,HP:0009653
20252,HP:0009653
20253,HP:0009653
20254,HP:0009653
20255,HP:0010228
20256,HP:0010228
20257,HP:0010228
20258,HP:0010228
20259,HP:0011568
20260,HP:0011568
20261,HP:0011568
20262,HP:0011568
20263,HP:0031875
20264,HP:0031875
20265,HP:0003550
20266,HP:0003550
20267,HP:0032819
20268,HP:0006643
20269,HP:0006643
20270,HP:0000716
20271,HP:0000716
20272,HP:0000716
20273,HP:0000716
20274,HP:0000716
20275,HP:0000716
20276,HP:0000716
20277,HP:0000716
20278,HP:0040160
20279,HP:0040160
20280,HP:0040160
20281,HP:0040160
20282,HP:0040160
20283,HP:0040160
20284,HP:0040160
20285,HP:0009856
20286,HP:0009856
20287,HP:0009856
20288,HP:0009856
20289,HP:0030584
20290,HP:0030584
20291,HP:0009232
20292,HP:0009232
20293,HP:0009232
20294,HP:0009232
20295,HP:0009232
20296,HP:0007105
20297,HP:0007105
20298,HP:0002246
20299,HP:0002246
20300,HP:0002246
20301,HP:0004938
20302,HP:0004938
20303,HP:0004938
20304,HP:0004252
20305,HP:0004252
20306,HP:0007100
20307,HP:0011624
20308,HP:0011624
20309,HP:0000252
20310,HP:0000252
20311,HP:0000252
20312,HP:0000252
20313,HP:0000252
20314,HP:0000252
20315,HP:0000252
20316,HP:0000252
20317,HP:0000252
20318,HP:0000252
20319,HP:0000252
20320,HP:0000252
20321,HP:0000252
20322,HP:0000252
20323,HP:0410299
20324,HP:0010012
20325,HP:0010012
20326,HP:0010012
20327,HP:0010012
20328,HP:0030831
20329,HP:0030831
20330,HP:0030831
20331,HP:0030831
20332,HP:0030831
20333,HP:0004696
20334,HP:0100233
20335,HP:0100233
20336,HP:0100233
20337,HP:0100233
20338,HP:0100233
20339,HP:0009390
20340,HP:0009390
20341,HP:0009390
20342,HP:0009390
20343,HP:0009390
20344,HP:0032298
20345,HP:0032298
20346,HP:0003911
20347,HP:0003911
20348,HP:0003911
20349,HP:0003911
20350,HP:0003911
20351,HP:0003911
20352,HP:0030138
20353,HP:0030138
20354,HP:0002174
20355,HP:0002174
20356,HP:0002174
20357,HP:0002174
20358,HP:0002174
20359,HP:0011435
20360,HP:0011435
20361,HP:0011435
20362,HP:0020104
20363,HP:0012370
20364,HP:0012370
20365,HP:0012370
20366,HP:0012370
20367,HP:0012370
20368,HP:0012370
20369,HP:0012370
20370,HP:0012370
20371,HP:0012370
20372,HP:0001618
20373,HP:0001618
20374,HP:0001618
20375,HP:0001618
20376,HP:0001618
20377,HP:0001618
20378,HP:0010010
20379,HP:0010010
20380,HP:0010010
20381,HP:0010010
20382,HP:4000059
20383,HP:4000059
20384,HP:0025697
20385,HP:0025697
20386,HP:0025697
20387,HP:0025697
20388,HP:0025697
20389,HP:0030262
20390,HP:0030262
20391,HP:0030262
20392,HP:0009611
20393,HP:0009611
20394,HP:0009611
20395,HP:0009611
20396,HP:0009611
20397,HP:0009611
20398,HP:0009611
20399,HP:0009611
20400,HP:0009611
20401,HP:0009611
20402,HP:0100831
20403,HP:0100831
20404,HP:0003797
20405,HP:0003797
20406,HP:0003797
20407,HP:0003797
20408,HP:0010146
20409,HP:0010146
20410,HP:0025481
20411,HP:0011456
20412,HP:0011456
20413,HP:0011456
20414,HP:0031134
20415,HP:0011708
20416,HP:0011708
20417,HP:0011708
20418,HP:0011708
20419,HP:0011708
20420,HP:0006899
20421,HP:0002232
20422,HP:0002232
20423,HP:0002232
20424,HP:0002232
20425,HP:0002232
20426,HP:0002232
20427,HP:0002232
20428,HP:0002232
20429,HP:0100588
20430,HP:0100588
20431,HP:0100588
20432,HP:0100588
20433,HP:0010750
20434,HP:0010750
20435,HP:0010750
20436,HP:0010750
20437,HP:0010750
20438,HP:0010750
20439,HP:0010750
20440,HP:0010750
20441,HP:0010750
20442,HP:0010750
20443,HP:0000290
20444,HP:0000290
